image_file,verbatimDate,verbatimDate_confidence,verbatimLocality,verbatimLocality_confidence
1706838.jpeg,19-9-1953,0.280027281,Dyrehaven,0.651946044
1709234.jpeg,8.10.21,0.458560170,Dyrehaven,0.788296453
1709547.jpeg,MISSING,0.788890573,MISSING,0.488266141
1705906.jpeg,17/6 1923,0.667096090,Ravneholm Ggr.,0.424101243
1708395.jpeg,19.10.28.,0.510545620,Grib Skov.,0.631151864
1728576.jpeg,MISSING,0.763046378,MISSING,0.474007275
1706136.jpeg,29/5.1870,0.295177326,Dyrehaven | Kb,0.348053956
1709939.jpeg,15/7.1900,0.154371022,Vester Ulslev Haven,0.282997878
1708009.jpeg,4/5 1888.,0.170709306,København,0.792455289
1707221.jpeg,28-8-1976,0.577086996,Krenkerup,0.694425584
1742739.jpeg,MISSING,0.760075781,Dyrehaven,0.286562595
1705523.jpeg,6/92,0.310030312,Rold,0.034953016
1706888.jpeg,20.VII.2021,0.596395878,"DENMARK: NWJ, Hjelm Hede (west), 56.48N, 8.89E, 16 m",0.236359503
1707704.jpeg,MISSING,0.875334950,MISSING,0.532230979
1706302.jpeg,18.6.1950,0.099712034,Langå Jyll.,0.388751137
1708382.jpeg,17-9-49.,0.512030918,Grib Skov.,0.681057896
1707246.jpeg,MISSING,0.907417399,MISSING,0.541439830
1705893.jpeg,Aug 1934,0.299633222,Tange v. Ribe.,0.403010003
1705637.jpeg,24-7-1972,0.687890270,EJSTRUPHOLM,0.642440133
1744445.jpeg,14.5.1947,0.201603516,Juelsminde,0.047726584
1707083.jpeg,29-5-1951,0.582731131,Dyrehaven,0.760075781
1709122.jpeg,19-9-1953,0.467174901,Dyrehaven,0.737202182
1707952.jpeg,6/1870,0.257747802,Dyrehaven,0.793049409
1705512.jpeg,MISSING,0.983167627,Lolland,0.879196726
1709477.jpeg,MISSING,0.802555320,Dyrehaven,0.785622916
1707236.jpeg,MISSING,0.910090937,MISSING,0.544113368
1706891.jpeg,20.VII.2021,0.595801758,"DENMARK: NWJ, Hjelm Hede (west), 56.48N, 8.89E, 16 m",0.214080024
1707995.jpeg,MISSING,0.853352531,MISSING,0.524507426
1709455.jpeg,4. 11. 1936,0.433310094,Starsbøl,0.070897242
1706181.jpeg,6. 73,0.029903001,Odense,0.905635041
1744627.jpeg,23/1 1936. | 23/1 36,0.091097302,Rudkøbing Svendborg Amt | Ru,0.199821158
1705534.jpeg,21/7.1920,0.309733253,Hammer Bakker Vendsyssel,0.119912095
1706052.jpeg,14.5.1938.,0.647193089,Orø,0.272006669
1743731.jpeg,MISSING,0.728290391,MISSING,0.464501364
1705595.jpeg,27/8 87 | 5/81.,0.063767808,Bornh. | K.,0.017723553
1709882.jpeg,MISSING,0.782949379,Falster,0.851867232
1708442.jpeg,13-4-1963,0.504010306,Nødebohuse Halsnæs,0.302900879
1706993.jpeg,MISSING,0.919596848,Lolland,0.865829039
1707525.jpeg,13/6 1954.,0.265174295,"Ørgaard Nors, Thy",0.318050925
1708969.jpeg,MISSING,0.825725978,Kb,0.964452865
1708717.jpeg,24-III-1975,0.496880873,Tykskov krat,0.599663534
1706318.jpeg,6/1869,0.290424371,Rørvig,0.432121855
1707700.jpeg,MISSING,0.876226129,MISSING,0.533122158
1706230.jpeg,1-6-50,0.635013640,Hestehaven. Hillerød,0.266659594
1709777.jpeg,23-9-1956,0.426477721,Boserup,0.853055471
1709242.jpeg,16/4.1870,0.457668991,Dyrehaven,0.362609882
1705560.jpeg,17-6-1922,0.696207942,Dyrehaven,0.775819945
1706128.jpeg,MISSING,0.952570476,Ti,0.839687784
1743540.jpeg,MISSING,0.740766899,Øbjerggård,0.648381328
1743944.jpeg,d. 12 VIII 1972.,0.165065171,Jæ. Dyrehave Sj.,0.264283116
1706488.jpeg,MISSING,0.931479236,Al,0.447568960
1705773.jpeg,3/6 70,0.081294332,MISSING,0.376868748
1707921.jpeg,13.5.1938,0.525101546,Tranekjær,0.586592907
1708675.jpeg,15/10 1893,0.500742649,Geels Skov,0.400039406
1706167.jpeg,1/8 -1901,0.639766596,Sandager Lolland,0.355777508
1743020.jpeg,18.5. 1947,0.174274022,Saltholm,0.811467111
1728562.jpeg,MISSING,0.766016975,MISSING,0.476977872
1705588.jpeg,25-7-97.,0.307059715,Rude Hegn,0.340627463
1707495.jpeg,5.6.72,0.039705972,Dyrehaven,0.429745377
1709237.jpeg,8.10.21,0.458263110,Dyrehaven,0.588375265
1709967.jpeg,17.9.1918,0.059608972,Ringkjøbing Fjord.,0.172194604
1708916.jpeg,10. 10. 1884,0.243488936,Erlev,0.881573204
1706187.jpeg,2/6 1895,0.023070627,Tiis Sø,0.621051834
1706864.jpeg,19-8-1962,0.600257654,"NØ,KONGELUNDEN",0.102088512
1705837.jpeg,MISSING,0.962670506,Boserup,0.875334950
1743532.jpeg,8.7.1883,0.146053349,Husum,0.118426796
1742825.jpeg,13/5 1892,0.380136405,Horsens,0.845628978
1709280.jpeg,MISSING,0.810278872,Kb,0.981385268
1709834.jpeg,28.7.1923,0.418457108,Thorsager,0.721458018
1728513.jpeg,1/6 1920,0.391424674,Gudhjem,0.847708396
1705543.jpeg,22/6 1939. | 22/6 39,0.309436193,Vornæs? Svendborg Amt | Vø,0.086047287
1710387.jpeg,5.VI.2011,0.397068809,Emborg EJ,0.427665959
1705678.jpeg,3/6.1870,0.132982722,Rønne,0.291018490
1708825.jpeg,MISSING,0.831073052,MISSING,0.506089724
1709047.jpeg,MISSING,0.815923007,MISSING,0.498069112
1707527.jpeg,19.5.86. | 29.5.88 | 4.6.95,0.162985753,K. | Harb. | Vindrup,0.068223704
1706425.jpeg,17/6.1871,0.618378296,Dronninglund,0.131794483
1743045.jpeg,19.9.1897,0.368551076,Dyrehaven,0.715219764
1709564.jpeg,22/4 1900,0.078620794,Geel skov,0.079809033
1708703.jpeg,MISSING,0.842658381,MISSING,0.515298575
1707640.jpeg,MISSING,0.884543801,Møen,0.939499848
1728487.jpeg,Juni. 14,0.146647469,Silkebg,0.354886329
1743850.jpeg,10-5-63,0.345677478,Faxe,0.932370415
1728578.jpeg,14-5-1954,0.386671719,Jægerspris Nordskov,0.168332828
1705580.jpeg,28-5-1965,0.693831464,V.Sjælland Røsnæs Kongstrup Kl,0.154371022
1707933.jpeg,15.10.21,0.523616247,Dyrehaven,0.575007578
1707556.jpeg,26-6-1955,0.549163383,Lindholm,0.820081843
1709377.jpeg,12-10-1952,0.448163080,Dyrehaven,0.726210973
1708906.jpeg,22.8.1915,0.156450440,Horsens,0.693237345
1710348.jpeg,19-7-1959,0.404495302,S.Sjælland Mogenstrup,0.258044862
1744638.jpeg,5-5-55.,0.322803880,Boserup Strand,0.303197939
1706991.jpeg,MISSING,0.920190967,Lolland,0.866423159
1707169.jpeg,MISSING,0.914546832,MS,0.838202486
1707164.jpeg,MISSING,0.915140952,MS,0.984949985
1709329.jpeg,23-10-57.,0.451133677,Eremitagen,0.678681419
1728567.jpeg,MISSING,0.765422855,MISSING,0.476383753
1706027.jpeg,19.V.2022,0.651648985,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.196553501
1743705.jpeg,22/4 1900,0.363501061,Geelskov,0.426180661
1707398.jpeg,14.V.89.,0.563125189,Sondbg,0.041488330
1744472.jpeg,MISSING,0.726508033,Øbjerggaard,0.366768718
1708918.jpeg,25. 9. 1939,0.062282510,Tisvilde,0.656699000
1709326.jpeg,13-4-49,0.452024856,Dyrehaven,0.730369809
1706754.jpeg,29/8 1927.,0.614516520,Hareskov By.,0.351618672
1707848.jpeg,MISSING,0.192988784,MISSING,0.373601091
1708337.jpeg,4/4 1928,0.517675053,"Langeld., Rudkb.",0.154965141
1709977.jpeg,17-7-51.,0.411030615,Stubbergaard. Sevel.,0.152885723
1708733.jpeg,24. 9. 1884,0.494504395,Randers,0.857511367
1706971.jpeg,MISSING,0.923755684,Kb,0.973958775
1742980.jpeg,MISSING,0.746113974,MISSING,0.470739618
1744653.jpeg,10-6-1911,0.130309185,Sørup Hegn,0.341221582
1709938.jpeg,26/8.1896,0.222991816,Ålbæk,0.880979085
1706447.jpeg,14/6.1871,0.158826917,Dronninglund Sønderskov,0.021882389
1708882.jpeg,26-10-1972,0.134468021,Marselisborg Dyrh.,0.111891482
1744479.jpeg,MISSING,0.725022734,Øbjerggaard,0.621943013
1706161.jpeg,MISSING,0.945143983,Lolland,0.869690815
1707724.jpeg,24-5-1974,0.538766293,Skallingen,0.684028493
1708028.jpeg,22/5.1906,0.256856623,Kjeldskov,0.792158230
1705581.jpeg,10.6 1965,0.307356775,V.Sjælland Røsnæs Kongstrup Kl,0.250618369
1743535.jpeg,20. 7. 1910,0.364689300,Povlsens Have,0.204574113
1708808.jpeg,28/9 84.,0.103870870,Tebbestrup Bk.,0.310030312
1728470.jpeg,5/1870,0.393504092,Kjøbenhavns Omegn.,0.308247954
1706158.jpeg,MISSING,0.946035162,Lolland,0.870581995
1708842.jpeg,9. 4. 1977.,0.489751440,Harrild hede,0.599069415
1706024.jpeg,19.V.2022,0.652243104,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.200712337
1707358.jpeg,MISSING,0.897614429,Kb,0.972176417
1709851.jpeg,18.6.21,0.224774174,Høbjerg,0.356668687
1708893.jpeg,9-10-1972,0.481136708,MARSELISBORG,0.595801758
1708736.jpeg,24.10.34,0.493910276,Tisvilde,0.815625947
1707781.jpeg,6/1862,0.121991513,Jægerspris,0.030497120
1742753.jpeg,MISSING,0.756808124,Øbjerggård,0.326665656
1707835.jpeg,MISSING,0.864937860,MISSING,0.530151561
1728520.jpeg,3/5-1934. | 3/5 34,0.116050318,Rudkøbing Svendborg Amt | Ru,0.190315247
1709403.jpeg,27.IV.2022,0.442221885,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.231309488
1742997.jpeg,18-6-1956,0.377165808,Redsle Fl.,0.700069718
1743038.jpeg,24.5.05,0.082185511,Odense,0.912764474
1708404.jpeg,28.5.18,0.509951500,Thorsager,0.743440436
1710361.jpeg,26-8-1956,0.401524704,Nekselø S.,0.675413762
1706424.jpeg,17/6.1871,0.287453774,Dronninglund,0.615407699
1707508.jpeg,4-8-1973,0.050697181,Høvblege,0.327259776
1707089.jpeg,6. 5. 1975.,0.581839952,Dyrehaven,0.759184601
1708406.jpeg,28.5.18,0.509654441,Thorsager,0.743143377
1705850.jpeg,31/5.1896,0.301118521,Ålbæk,0.927023340
1743517.jpeg,15/5 75,0.212000606,Skarrild Sø,0.032576538
1708364.jpeg,25-5-1914,0.253588966,Vamdrup,0.888405577
1705818.jpeg,MISSING,0.964749924,Dyrehaven,0.422615944
1706264.jpeg,MISSING,0.943955744,MISSING,0.558372234
1708847.jpeg,18-IV-1975,0.488563201,Tykskov krat,0.598475296
1709544.jpeg,MISSING,0.789484692,Lolland,0.853649591
1709523.jpeg,MISSING,0.793940588,Kb,0.957323431
1742803.jpeg,MISSING,0.747599273,MISSING,0.472224917
1706904.jpeg,19.5.1915,0.594613519,Jy. Boller,0.034061837
1709886.jpeg,MISSING,0.782355259,Falster,0.851570173
1708943.jpeg,17/9.1870,0.242300697,Bornholm,0.709872689
1708837.jpeg,12.4.1982.,0.490939679,Ugelbølle,0.403307063
1705973.jpeg,MISSING,0.959402849,MISSING,0.561936951
1708457.jpeg,20.6.08,0.502822067,Tidsv.,0.111297363
1707017.jpeg,29/5 70,0.274977266,Dyreh.,0.061094271
1707487.jpeg,14-5-1914,0.123179751,Vamdrup,0.803446499
1709133.jpeg,8-9-1970,0.466580782,Locø,0.023664747
1709543.jpeg,MISSING,0.789781752,Lolland,0.853946651
1707370.jpeg,5/1870,0.126447408,Dyrehaven,0.575304638
1743876.jpeg,6-9.49.,0.340330403,Sønderskov. Høvelte,0.256856623
1743915.jpeg,12/6 1955,0.204277054,Bommerlund Plantage DK Ap 36,0.152291604
1709774.jpeg,20-5-1956,0.426774780,JægersprisNord skov,0.073867839
1705921.jpeg,25.5.1947,0.664719612,Veddinge bakker,0.386374659
1708904.jpeg,1.9.1914,0.244083055,Horsens,0.856917248
1707081.jpeg,29-5-1951,0.583028190,Dyrehaven,0.760372840
1708869.jpeg,26.10.72.,0.147538648,Marselisb: Sk.,0.098820855
1708372.jpeg,26.-3.-45.,0.252994847,Rungsted Bolbrov,0.048914823
1708856.jpeg,III-1959,0.021585329,Silkeborg,0.791564110
1709071.jpeg,23/8.1943.,0.471927857,Hadsund,0.617487117
1705596.jpeg,MISSING,0.979899970,MISSING,0.570848742
1707054.jpeg,17-9-49,0.585404668,Grib Skov.,0.687296150
1706520.jpeg,MISSING,0.928508639,MISSING,0.551836920
1709147.jpeg,26.8.87,0.465392543,Harboøre,0.059608972
1706381.jpeg,2/6 69,0.070897242,MISSING,0.151400424
1706013.jpeg,11.v.1998,0.654025462,Skovsgaard | DK.F.PF17,0.115159139
1705838.jpeg,MISSING,0.962373446,Boserup,0.875037890
1706319.jpeg,6/1869,0.290127311,Rørvig,0.306465596
1707038.jpeg,13/6 1940,0.588672325,Dyrehaven,0.762749318
1709022.jpeg,MISSING,0.817408306,MISSING,0.499554410
1708029.jpeg,3/6 1902,0.256559564,Kjeldskov,0.422021825
1743017.jpeg,19.V.2022,0.372709912,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.200118218
1706068.jpeg,17.6-22,0.296068506,Dyrehaven,0.395583510
1707432.jpeg,17/6 1923,0.561639891,Ravneholm Ggr.,0.252697787
1706369.jpeg,MISSING,0.936826311,MISSING,0.554510458
1743976.jpeg,MISSING,0.726805092,MISSING,0.461530767
1710380.jpeg,29. august 1993,0.398257048,"DK, NWZ, PG 27 Kongstrup, Røsnæs",0.212594726
1708716.jpeg,19.IX.1992,0.497177933,Høstemark Skov NEJ,0.293989088
1708340.jpeg,4/5 1927,0.049806002,"Sjæll., Gurre.",0.173679903
1707019.jpeg,MISSING,0.015050015,MISSING,0.014455896
1706017.jpeg,Juni 1947,0.185859351,Bornholm,0.824240679
1743012.jpeg,19.V.2022,0.374195211,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.171006366
1706341.jpeg,6/7. 1870.,0.289533192,Ti | Nykjøbing,0.164471052
1742983.jpeg,10-6-1964,0.378948166,FREDERIKSDAL 45a,0.201306457
1706860.jpeg,MISSING,0.927320400,MISSING,0.550351622
1708971.jpeg,MISSING,0.825428918,Kb,0.964155805
1709839.jpeg,3. 6. 1899,0.225665353,Fredsted,0.323992119
1706072.jpeg,30.5.1903,0.643925432,Hasl,0.023961807
1707976.jpeg,15/5. 1870.,0.522130949,Dyrehaven | Kb,0.388157017
1709405.jpeg,27.IV.2022,0.441627766,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.248836011
1742809.jpeg,MISSING,0.189127008,MISSING,0.370630494
1707880.jpeg,23/10.1870,0.533122158,Dyrehaven,0.660560776
1728496.jpeg,17-5-91,0.392315853,Hanelø Damning,0.044161867
1706129.jpeg,MISSING,0.952273416,Ti,0.839390724
1707872.jpeg,4.1.60.,0.163876932,Silkeborg,0.748490452
1705717.jpeg,MISSING,0.970988178,MISSING,0.567284025
1743054.jpeg,15.10.21,0.367659897,Dyrehaven,0.714625644
1743846.jpeg,15/6 47,0.206059412,Lejre,0.920190967
1705632.jpeg,21.7.1974.,0.688484389,Rø,0.836123068
1742797.jpeg,2. VI. 79.,0.043270688,Augsbg,0.341518642
1743857.jpeg,10-5-63,0.344192179,Faxe,0.930588057
1705661.jpeg,15.7.37,0.683434374,Sose,0.609466505
1706392.jpeg,1. 7. 2000,0.622537132,Lodskovvad,0.592534101
1707383.jpeg,MISSING,0.892564413,MISSING,0.539360412
1744465.jpeg,13.6.26,0.041488330,Esbjerg,0.451727796
1707385.jpeg,MISSING,0.892267354,MISSING,0.539063353
1706909.jpeg,5. 5. 1916,0.594316460,Jy. Hansted Skov.,0.043567748
1708468.jpeg,MISSING,0.085750227,MISSING,0.520348590
1709878.jpeg,12/7.1870,0.415486511,Ørholm,0.711060928
1707736.jpeg,MISSING,0.873255532,MISSING,0.530448621
1707632.jpeg,MISSING,0.885434980,Bornholm,0.296662625
1707685.jpeg,MISSING,0.879196726,MISSING,0.534013337
1744552.jpeg,MISSING,0.719972719,Kb,0.946332222
1744613.jpeg,1.6.1888,0.145756290,Harboøre,0.333498030
1743728.jpeg,26 - 7 - 1969,0.362015762,Læsø. Klitplantagen,0.173976963
1707377.jpeg,MISSING,0.893455593,MISSING,0.540251591
1705553.jpeg,10.7-37,0.308545014,Rands,0.710763868
1708839.jpeg,30.3.1975.,0.490345559,Harrild hede,0.599366475
1709872.jpeg,12/7.1870,0.224180055,Ørholm,0.900585026
1706138.jpeg,MISSING,0.950788118,Bo,0.919002728
1728464.jpeg,MISSING,0.771364050,MISSING,0.479354350
1706121.jpeg,26/7.1870,0.181700515,Dyrehaven,0.770769930
1706007.jpeg,14-07-14,0.160609276,Raageleje,0.798396484
1706799.jpeg,24/9 1922,0.608575326,Dyrehaven,0.765719915
1708850.jpeg,27-IV-1976,0.487672022,Ejstrupholm,0.640360715
1743791.jpeg,18/4 1927. | 18/4 27,0.208138830,Høje Bøge Svendborg Amt | HB,0.143379812
1707078.jpeg,29-5-1951,0.583919370,Dyrehaven,0.761264019
1708770.jpeg,MISSING,0.836717187,MISSING,0.511733859
1705564.jpeg,7/7 1932,0.307950894,Sandvig Br.,0.259233101
1705991.jpeg,28.7.1972,0.657590179,Svinø Strand,0.448460139
1707239.jpeg,MISSING,0.909199758,MISSING,0.543222189
1705655.jpeg,15.7.37,0.684919673,Sose,0.941579266
1707669.jpeg,MISSING,0.880979085,SS,0.918111549
1709969.jpeg,25/6-9/7 1943,0.411921794,Æbelø,0.921082146
1709995.jpeg,7/81. | 24/6-87,0.068223704,Bognæs | Ferring,0.110703243
1707356.jpeg,15/5.1870,0.564016369,Kb | Dyrehaven,0.412218854
1708954.jpeg,9/9.1872,0.476086693,Dyrehaven,0.659966657
1744633.jpeg,9/1 1936.,0.168629888,Rudkøbing Svendborg Amt,0.220021219
1743526.jpeg,MISSING,0.741361018,MISSING,0.468363140
1707427.jpeg,MISSING,0.889890876,Svejbæk,0.889890876
1709586.jpeg,MISSING,0.190315247,MISSING,0.371224614
1705984.jpeg,8-7-1951,0.658184298,Nivå,0.936826311
1709554.jpeg,MISSING,0.786811155,MISSING,0.486186723
1706781.jpeg,18-6-49.,0.611248863,Hestehaven. Hillerød,0.265471355
1706226.jpeg,1-6-50.,0.635904820,Hestehaven. Hillerød,0.277353744
1743965.jpeg,26.8.87,0.202197636,Harboør,0.069709003
1706852.jpeg,1.8.84.,0.119912095,Hesteh,0.316268566
1708914.jpeg,10.10.1884,0.478166111,Erlev,0.925538042
1708413.jpeg,7-9-1958,0.508763262,Nekselø,0.617784177
1705714.jpeg,MISSING,0.971879357,MISSING,0.568175205
1707990.jpeg,MISSING,0.854243710,Kb,0.966829342
1709417.jpeg,27.IV.2022,0.438063049,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.245568354
1707357.jpeg,MISSING,0.897911488,Kb,0.972473477
1706143.jpeg,MISSING,0.949302819,Bo,0.987326463
1707679.jpeg,6/1870,0.164173992,Bornholm,0.817705365
1709438.jpeg,11-10.1914,0.231606547,Rude Hegn,0.635013640
1708779.jpeg,MISSING,0.835528948,MISSING,0.510248560
1709758.jpeg,MISSING,0.783246438,MISSING,0.482622007
1709792.jpeg,26.3.1978.,0.423507123,Øse,0.837608366
1707335.jpeg,MISSING,0.900882085,Bornholm,0.606495908
1708353.jpeg,20/4 1949.,0.515298575,Tinglev,0.618378296
1706223.jpeg,4-8-43.,0.636201879,Veddinge,0.580057593
1744464.jpeg,17.7.24,0.069709003,Esbjerg,0.841173083
1705577.jpeg,1-6-50.,0.694128524,Hestehaven. Hillerød,0.267550773
1743740.jpeg,1.8.1895,0.169224007,Aastrup,0.616892998
1706048.jpeg,20.5.34 | 7-8.1898,0.020397090,Reersø | Bognæs,0.021288269
1705931.jpeg,11.5.49.,0.662343134,Herlev,0.908011519
1744453.jpeg,27.6.1903,0.201306457,Esbjerg,0.199227038
1706290.jpeg,1.IX.2001,0.627290088,Æbelø F,0.454995453
1705480.jpeg,MISSING,0.987326463,Kb,0.978414671
1709450.jpeg,8.9.1917,0.053667778,Hansted,0.643331313
1706463.jpeg,14/6.1871,0.121397393,Jydske As,0.358451046
1706894.jpeg,3. VIII. 1991,0.595207639,NEJ:Høstemark Skov,0.207544711
1706413.jpeg,8.7.1883,0.171897545,Husum,0.628775386
1708724.jpeg,20.10.1946,0.495989694,Salten,0.670660806
1742817.jpeg,28/5.1902,0.214971203,Vester Ulslev Vestermosen,0.150509245
1705662.jpeg,15.7.37,0.683137314,Sose,0.940985147
1705659.jpeg,15.7.37,0.683731434,Sose,0.941282207
1707891.jpeg,13. xi. 2011,0.531339800,DANMARK. NEZ: UC 11 Melby Overdrev,0.146944529
1743980.jpeg,19-5-1964,0.331121552,RYGET 45a,0.198632919
1709809.jpeg,15-10-1974,0.421427705,Østbirk,0.617190058
1707970.jpeg,MISSING,0.856323128,Falster,0.452024856
1709003.jpeg,MISSING,0.820081843,MISSING,0.179026978
1709902.jpeg,MISSING,0.779978781,Kb,0.954649894
1706160.jpeg,MISSING,0.945441043,Lolland,0.869987875
1707626.jpeg,MISSING,0.708387390,Tisvilde,0.705416793
1706968.jpeg,MISSING,0.708684450,Kb,0.974552895
1709056.jpeg,23.8.03,0.314783268,Mølbæk,0.430933616
1709008.jpeg,MISSING,0.707496211,Lolland,0.837311306
1706430.jpeg,17/6.1871,0.105059109,Dronningelund,0.086344347
1708378.jpeg,5-4-50.,0.315080327,Sønderskov. Høvelte,0.250915429
1709945.jpeg,19/6-17.,0.172491664,Esbjerg,0.837014247
1707309.jpeg,4. 5. 1938,0.173085784,Vesterris,0.453807214
1705913.jpeg,30-5-1909,0.316268566,Dyrehaven,0.707793271
1706890.jpeg,20.VII.2021,0.315674447,"DENMARK: NWJ, Hjelm Hede (west), 56.48N, 8.89E, 16 m",0.211703547
1705948.jpeg,14-7-1973.,0.315971507,St.Klintesk.LFM.,0.074461958
1708778.jpeg,MISSING,0.708090330,MISSING,0.441330706
1708817.jpeg,MISSING,0.707793271,MISSING,0.441033647
1707899.jpeg,12.IV.2011,0.315377387,Sukkertoppen EJ,0.330230373
1709785.jpeg,14.IV.1995,0.314189148,LFM PF67 MALTRUP,0.355480449
1707481.jpeg,18-6-1910,0.138626857,Dyrehaven,0.706010912
1709801.jpeg,apr. 1948,0.172788724,Tystofte Sjælland,0.158529858
1705761.jpeg,1-7-1915,0.173679903,Skagen,0.892267354
1743029.jpeg,24.4.1999,0.313595029,Hornbæk - DK,0.343895120
1706952.jpeg,26/5.1870,0.072382540,Dyrehaven,0.417862989
1705748.jpeg,8-7-60,0.316565626,Vstr. Sømark,0.449054259
1728554.jpeg,3.7.1977,0.313892089,KLOBEN ENDELAVE | DANMARK,0.145459230
1728564.jpeg,MISSING,0.707199151,MISSING,0.440736587
1706326.jpeg,7/1862,0.173382843,Rørvig,0.643925432
1709424.jpeg,27.IV.2022,0.314486208,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.211109427
1743931.jpeg,26.8.28,0.334389209,Tisvilde Hegn,0.397365868
1706058.jpeg,19.6.1942,0.645707790,Femmøller,0.771958169
1705854.jpeg,14/7.1902,0.671254926,Ved Silkeborg,0.321615641
1706499.jpeg,MISSING,0.929993938,MISSING,0.552431040
1709290.jpeg,MISSING,0.808199454,Kb,0.961482267
1709942.jpeg,21/8.1901,0.414595332,Tebbestrup,0.399148227
1707598.jpeg,21.6.32,0.541736890,Skagen,0.903258563
1706385.jpeg,MISSING,0.935638072,MISSING,0.553322219
1709510.jpeg,MISSING,0.796020006,Kb,0.959402849
1706245.jpeg,9-6-1971,0.632340103,Læsø,0.884543801
1706869.jpeg,27-6-72,0.599663534,Ermelunden,0.022773568
1707295.jpeg,14.6.1942,0.568175205,Halk,0.934449833
1709756.jpeg,MISSING,0.783840558,MISSING,0.483216126
1706165.jpeg,1/8.1908,0.048914823,Sandager Lolland,0.361124583
1705920.jpeg,25.5.1947,0.665016672,Veddinge bakker,0.386671719
1709515.jpeg,MISSING,0.795425887,Kb,0.958808730
1710401.jpeg,22.5.1915,0.395880570,Ry Nørreskov,0.394395271
1709968.jpeg,25/6-9/7 1943,0.412218854,Æbelø,0.921379206
1708805.jpeg,13-10-46.,0.245865414,s.f. Rørbæk Sø.,0.102682631
1709773.jpeg,20-5-1956,0.228338891,JægersprisNord skov,0.074164898
1709499.jpeg,MISSING,0.796911185,Dyrehaven,0.782652319
1709993.jpeg,10/7-1948,0.408951197,"Fæstning, Rødovre",0.161500455
1707199.jpeg,MISSING,0.911279176,MISSING,0.545301607
1707215.jpeg,30-8-62,0.578275235,Dyrehaven,0.756808124
1707661.jpeg,MISSING,0.882464383,Al,0.022476508
1706243.jpeg,9-6-1971,0.632637163,Løsø,0.053964838
1744576.jpeg,MISSING,0.715219764,Kb,0.942173386
1744442.jpeg,6.6.37,0.325774477,Vedd. Bk.,0.084561988
1707887.jpeg,30. 3. 1975.,0.532230979,Harrild hede,0.601148833
1705517.jpeg,21/5-93,0.698287360,Hasede,0.358153986
1708692.jpeg,21.X. 1976,0.499257351,"Sjælland Røsnæs, Kongstrup",0.233685965
1705770.jpeg,31.7.1927,0.675116702,Rødovre,0.621645953
1705443.jpeg,15/5 1870,0.161797514,Dyrehaven,0.777305244
1709407.jpeg,27.IV.2022,0.441033647,"DENMARK: NEZ: Helsingør, Grønne Vestkile, 56.0375N, 12.5598E",0.216456502
1706298.jpeg,19.V.2022,0.625210670,"Denmark: Samsø: EJ: Følsdal Bakke, 55.9922N, 10.5515E, h30m",0.195662322
1728465.jpeg,5/1870,0.393801152,Kjøbenhavns Omegn,0.315674447
1706314.jpeg,6/1869,0.290721431,Rørvig,0.913655653
1709306.jpeg,MISSING,0.806120036,MISSING,0.491236738
1709221.jpeg,28.9.1913,0.460045468,Dyrehaven,0.585701728
1728483.jpeg,MISSING,0.767799333,Lolland,0.849193695
1707292.jpeg,19.5.1931,0.569066384,Sondrup,0.619566535
1705747.jpeg,8-7-60.,0.678384359,Vstr. Sømark,0.449351319
1706231.jpeg,1-6-50.,0.634716581,Hestehaven. Hillerød,0.266362534
1707343.jpeg,MISSING,0.899099727,Bo,0.972770537
1709150.jpeg,19/9 75,0.073570779,MISSING,0.497177933
1709893.jpeg,MISSING,0.781464080,Kb,0.955541073
1708859.jpeg,30.9.32,0.486780843,Marselisborg,0.322803880
1706315.jpeg,6/1869,0.624319491,Rørvig,0.579760533
1705971.jpeg,86.,0.013267657,MISSING,0.562531070
1707028.jpeg,16/9 1934,0.589563504,Hvidkilde Svendborg Amt,0.235468324
1709483.jpeg,MISSING,0.801070021,Dyrehaven,0.698287360
1709246.jpeg,16/4. 1870.,0.457371931,Dyrehaven,0.574710518
1743551.jpeg,3/7. 1872.,0.364392240,Næstved,0.394098212
1707895.jpeg,18-IV-1975,0.530151561,Tykskov krat,0.600257654
1709888.jpeg,12/7. 1870,0.414892392,NS | Ørholmsfælled,0.099117915
1706759.jpeg,23/8 1934.,0.614219460,Ebeltoft,0.579166414
